Order Date,Order Month,Order Year,Customer Name,Segment,Country,City,State,Region,Category,Sales,Quantity,Discount,Profit
21-08-2015,August,2015,Nick Zandusky,Home Office,United States,San Francisco,California,West,Office Supplies,23.92,4,0,11.7208
21-08-2015,August,2015,Nick Zandusky,Home Office,United States,San Francisco,California,West,Office Supplies,4.28,1,0,1.926
03-10-2015,October,2015,Bryan Mills,Consumer,United States,Columbus,Ohio,East,Office Supplies,32.07,5,0.7,-22.449
03-10-2015,October,2015,Bryan Mills,Consumer,United States,Columbus,Ohio,East,Technology,24,2,0.2,-2.7
03-10-2015,October,2015,Bryan Mills,Consumer,United States,Columbus,Ohio,East,Furniture,35.49,1,0.5,-15.6156
03-10-2015,October,2015,Bryan Mills,Consumer,United States,Columbus,Ohio,East,Technology,47.984,2,0.2,0.5998
23-05-2015,May,2015,Erin Ashbrook,Corporate,United States,Columbia,South Carolina,South,Office Supplies,186.69,3,0,87.7443
17-03-2017,March,2017,Clay Ludtke,Consumer,United States,Lancaster,California,West,Office Supplies,17.456,2,0.2,5.8914
12-12-2015,December,2015,Liz Thompson,Consumer,United States,Lancaster,California,West,Furniture,348.928,2,0.2,34.8928
26-06-2015,June,2015,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South,Office Supplies,143.96,4,0,69.1008
26-06-2015,June,2015,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South,Office Supplies,15.42,1,0,4.1634
26-06-2015,June,2015,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South,Office Supplies,43.04,8,0,21.0896
26-06-2015,June,2015,Sue Ann Reed,Consumer,United States,Richmond,Virginia,South,Furniture,332.94,3,0,79.9056
20-05-2016,May,2016,Joe Kamberova,Consumer,United States,Asheville,North Carolina,South,Technology,1363.96,5,0.2,85.2475
20-09-2014,September,2014,Erica Smith,Consumer,United States,San Francisco,California,West,Office Supplies,9.96,2,0,4.5816
20-09-2014,September,2014,Erica Smith,Consumer,United States,San Francisco,California,West,Office Supplies,21.72,4,0,10.6428
21-09-2017,September,2017,Rick Hansen,Consumer,United States,Rochester,Minnesota,Central,Office Supplies,20.16,7,0,9.8784
24-12-2015,December,2015,David Bremer,Corporate,United States,Rochester,New York,East,Office Supplies,132.79,7,0,63.7392
24-12-2015,December,2015,David Bremer,Corporate,United States,Rochester,New York,East,Office Supplies,12.96,2,0,6.2208
24-12-2015,December,2015,David Bremer,Corporate,United States,Rochester,New York,East,Office Supplies,21.56,7,0,10.3488
27-11-2015,November,2015,Carlos Daly,Consumer,United States,Lake Elsinore,California,West,Furniture,283.92,5,0.2,17.745
20-02-2017,February,2017,Helen Wasserman,Corporate,United States,San Diego,California,West,Furniture,22.23,1,0,7.3359
20-02-2017,February,2017,Helen Wasserman,Corporate,United States,San Diego,California,West,Technology,215.968,2,0.2,18.8972
18-08-2016,August,2016,Helen Wasserman,Corporate,United States,New York City,New York,East,Office Supplies,355.32,9,0,99.4896
12-03-2016,March,2016,Mike Caudle,Corporate,United States,Monroe,Louisiana,South,Office Supplies,12.96,2,0,6.2208
22-04-2017,April,2017,Gary McGarr,Consumer,United States,San Francisco,California,West,Furniture,18.28,2,0,6.2152
01-11-2014,November,2014,Russell Applegate,Consumer,United States,Denver,Colorado,West,Office Supplies,43.176,3,0.2,4.3176
01-11-2014,November,2014,Russell Applegate,Consumer,United States,Denver,Colorado,West,Technology,1983.968,4,0.2,247.996
03-02-2015,February,2015,Allen Armold,Consumer,United States,Omaha,Nebraska,Central,Furniture,28.4,2,0,11.076
03-02-2015,February,2015,Allen Armold,Consumer,United States,Omaha,Nebraska,Central,Technology,149.97,3,0,50.9898
13-10-2014,October,2014,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West,Office Supplies,11.52,4,0,3.2256
13-10-2014,October,2014,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West,Furniture,1298.55,5,0,311.652
13-10-2014,October,2014,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West,Office Supplies,213.92,4,0,62.0368
13-10-2014,October,2014,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,West,Technology,25.78,2,0,2.578
14-05-2017,May,2017,Pauline Johnson,Consumer,United States,Santa Ana,California,West,Furniture,18.28,2,0,6.2152
14-05-2017,May,2017,Pauline Johnson,Consumer,United States,Santa Ana,California,West,Technology,1399.93,7,0,601.9699
20-03-2015,March,2015,Bart Watters,Corporate,United States,Milwaukee,Wisconsin,Central,Office Supplies,51.84,8,0,24.8832
15-09-2016,September,2016,Dean Braden,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,5.344,1,0.2,1.8704
28-06-2014,June,2014,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,41.472,8,0.2,14.5152
28-06-2014,June,2014,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,3.168,3,0.7,-2.4288
28-06-2014,June,2014,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,1228.465,5,0.3,0
28-06-2014,June,2014,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,31.086,3,0.7,-22.7964
28-06-2014,June,2014,Cynthia Arntzen,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,335.52,4,0.2,117.432
20-06-2017,June,2017,Toby Ritter,Consumer,United States,Belleville,New Jersey,East,Technology,239.97,3,0,71.991
20-06-2017,June,2017,Toby Ritter,Consumer,United States,Belleville,New Jersey,East,Office Supplies,9.82,2,0,4.8118
09-05-2014,May,2014,Patrick Gardner,Consumer,United States,San Francisco,California,West,Technology,67.8,4,0,4.068
09-05-2014,May,2014,Patrick Gardner,Consumer,United States,San Francisco,California,West,Technology,167.97,3,0,40.3128
21-08-2017,August,2017,Greg Tran,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,35,7,0,16.8
21-08-2017,August,2017,Greg Tran,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,37.24,4,0,10.7996
21-08-2017,August,2017,Greg Tran,Consumer,United States,Lakeville,Minnesota,Central,Office Supplies,15.28,2,0,7.4872
16-06-2017,June,2017,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Furniture,301.96,2,0,90.588
16-06-2017,June,2017,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Office Supplies,180.66,3,0,50.5848
16-06-2017,June,2017,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Technology,191.98,2,0,51.8346
16-06-2017,June,2017,Joel Eaton,Consumer,United States,Florence,Kentucky,South,Technology,65.99,1,0,17.1574
23-07-2016,July,2016,Jennifer Braxton,Corporate,United States,Tampa,Florida,South,Office Supplies,35.216,2,0.2,2.6412
23-07-2016,July,2016,Jennifer Braxton,Corporate,United States,Tampa,Florida,South,Office Supplies,23.696,2,0.2,6.5164
23-07-2016,July,2016,Jennifer Braxton,Corporate,United States,Tampa,Florida,South,Technology,265.475,1,0.5,-111.4995
08-09-2014,September,2014,Lisa Hazard,Consumer,United States,Tyler,Texas,Central,Office Supplies,51.184,4,0.8,-79.3352
04-11-2017,November,2017,James Lanier,Home Office,United States,Columbia,Tennessee,South,Office Supplies,9.664,2,0.2,3.2616
07-03-2016,March,2016,Ed Braxton,Corporate,United States,Fort Worth,Texas,Central,Technology,21.072,3,0.2,1.5804
20-11-2015,November,2015,Brian Moss,Corporate,United States,New York City,New York,East,Office Supplies,60.45,3,0,16.3215
20-11-2015,November,2015,Brian Moss,Corporate,United States,New York City,New York,East,Office Supplies,11.52,4,0,3.3408
20-11-2015,November,2015,Brian Moss,Corporate,United States,New York City,New York,East,Furniture,186.048,4,0.2,9.3024
07-11-2016,November,2016,Eudokia Martin,Corporate,United States,Los Angeles,California,West,Office Supplies,37.44,4,0.2,11.7
07-11-2016,November,2016,Eudokia Martin,Corporate,United States,Los Angeles,California,West,Office Supplies,26.976,4,0.2,8.7672
07-11-2016,November,2016,Eudokia Martin,Corporate,United States,Los Angeles,California,West,Office Supplies,11.36,2,0,3.2944
07-11-2016,November,2016,Eudokia Martin,Corporate,United States,Los Angeles,California,West,Office Supplies,14.62,2,0,6.8714
13-10-2015,October,2015,Art Foster,Consumer,United States,Louisville,Kentucky,South,Technology,83.72,7,0,23.4416
13-10-2015,October,2015,Art Foster,Consumer,United States,Louisville,Kentucky,South,Furniture,287.94,3,0,77.7438
01-01-2017,January,2017,Guy Armstrong,Consumer,United States,Lorain,Ohio,East,Furniture,48.896,4,0.2,8.5568
07-02-2014,February,2014,Cyma Kinney,Corporate,United States,Linden,New Jersey,East,Technology,115.36,7,0,49.6048
20-06-2016,June,2016,Dave Poirier,Corporate,United States,Salinas,California,West,Office Supplies,5.16,2,0,1.3416
20-06-2016,June,2016,Dave Poirier,Corporate,United States,Salinas,California,West,Office Supplies,38.88,6,0,18.6624
28-05-2016,May,2016,Valerie Dominguez,Consumer,United States,Jackson,Mississippi,South,Office Supplies,185.88,6,0,50.1876
19-02-2016,February,2016,Greg Tran,Consumer,United States,New York City,New York,East,Furniture,44.46,2,0,14.6718
19-02-2016,February,2016,Greg Tran,Consumer,United States,New York City,New York,East,Office Supplies,242.94,3,0,9.7176
03-08-2014,August,2014,Berenike Kampe,Consumer,United States,New York City,New York,East,Office Supplies,39.96,2,0,18.7812
03-08-2014,August,2014,Berenike Kampe,Consumer,United States,New York City,New York,East,Office Supplies,102.3,10,0,26.598
03-08-2014,August,2014,Berenike Kampe,Consumer,United States,New York City,New York,East,Office Supplies,21.36,2,0,5.7672
10-04-2017,April,2017,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,Office Supplies,7.61,1,0,3.5767
10-04-2017,April,2017,Sanjit Jacobs,Home Office,United States,New Brunswick,New Jersey,East,Office Supplies,7.16,2,0,3.58
09-06-2014,June,2014,Chuck Magee,Consumer,United States,San Francisco,California,West,Office Supplies,7.36,2,0,0.1472
09-06-2014,June,2014,Chuck Magee,Consumer,United States,San Francisco,California,West,Office Supplies,23.1,2,0,10.626
05-01-2016,January,2016,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,Technology,191.472,6,0.2,40.6878
05-01-2016,January,2016,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,Office Supplies,5.248,2,0.2,0.5904
05-01-2016,January,2016,Anthony Johnson,Corporate,United States,Jacksonville,Florida,South,Technology,59.184,2,0.2,5.1786
10-01-2014,January,2014,Anthony Jacobs,Corporate,United States,Springfield,Virginia,South,Office Supplies,2.89,1,0,1.3583
10-01-2014,January,2014,Anthony Jacobs,Corporate,United States,Springfield,Virginia,South,Furniture,51.94,1,0,21.2954
29-09-2016,September,2016,Linda Southworth,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,15.936,4,0.2,5.1792
06-04-2014,April,2014,Guy Phonely,Corporate,United States,Lancaster,Pennsylvania,East,Office Supplies,44.91,6,0.7,-35.928
03-09-2016,September,2016,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,1141.47,5,0.7,-760.98
03-09-2016,September,2016,Paul Knutson,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,280.782,3,0.4,-46.797
19-10-2015,October,2015,Tracy Blumstein,Consumer,United States,Concord,New Hampshire,East,Office Supplies,34.44,3,0,17.22
10-12-2014,December,2014,Sally Matthias,Consumer,United States,New York City,New York,East,Office Supplies,11.36,2,0,5.2256
10-12-2014,December,2014,Sally Matthias,Consumer,United States,New York City,New York,East,Office Supplies,106.344,7,0.2,37.2204
25-08-2017,August,2017,Guy Armstrong,Consumer,United States,Charlotte,North Carolina,South,Office Supplies,192.16,5,0.2,67.256
17-01-2016,January,2016,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,Furniture,322.59,3,0,64.518
17-01-2016,January,2016,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,Technology,29.99,1,0,13.1956
17-01-2016,January,2016,Chuck Clark,Home Office,United States,Concord,New Hampshire,East,Technology,371.97,3,0,66.9546
17-09-2014,September,2014,Anthony Garverick,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,5.892,4,0.7,-4.1244
30-11-2017,November,2017,Harold Pawlan,Home Office,United States,New York City,New York,East,Office Supplies,68.472,3,0.2,23.1093
30-11-2017,November,2017,Harold Pawlan,Home Office,United States,New York City,New York,East,Furniture,1242.9,5,0.1,262.39
09-10-2015,October,2015,Dave Kipp,Consumer,United States,Springfield,Virginia,South,Office Supplies,30.84,2,0,8.3268
23-12-2017,December,2017,Gary Zandusky,Consumer,United States,San Francisco,California,West,Office Supplies,13.48,4,0,5.9312
22-10-2016,October,2016,Peter McVee,Home Office,United States,Detroit,Michigan,Central,Furniture,31.4,5,0,10.048
29-04-2014,April,2014,Lauren Leatherbury,Consumer,United States,Rochester,New York,East,Furniture,17.46,2,0,5.9364
25-04-2015,April,2015,Jill Stevenson,Corporate,United States,Los Angeles,California,West,Office Supplies,13.944,3,0.2,4.5318
26-06-2017,June,2017,Olvera Toch,Consumer,United States,San Diego,California,West,Office Supplies,83.76,12,0,1.6752
14-10-2017,October,2017,Ed Ludwig,Home Office,United States,Columbia,Maryland,East,Office Supplies,37.66,7,0,18.4534
09-12-2014,December,2014,Cyma Kinney,Corporate,United States,San Francisco,California,West,Office Supplies,34.68,6,0,16.9932
20-06-2017,June,2017,Jeremy Ellison,Consumer,United States,New Rochelle,New York,East,Technology,149.95,5,0,14.995
20-06-2017,June,2017,Jeremy Ellison,Consumer,United States,New Rochelle,New York,East,Office Supplies,51.312,3,0.2,18.6006
26-06-2017,June,2017,Tracy Hopkins,Home Office,United States,Detroit,Michigan,Central,Office Supplies,4.54,1,0,2.043
26-06-2017,June,2017,Tracy Hopkins,Home Office,United States,Detroit,Michigan,Central,Office Supplies,15.92,4,0,5.4128
26-06-2017,June,2017,Tracy Hopkins,Home Office,United States,Detroit,Michigan,Central,Technology,543.92,8,0,135.98
10-11-2016,November,2016,Pamela Coakley,Corporate,United States,San Francisco,California,West,Office Supplies,155.82,7,0,42.0714
10-11-2016,November,2016,Pamela Coakley,Corporate,United States,San Francisco,California,West,Office Supplies,70.008,3,0.2,24.5028
03-10-2016,October,2016,Hunter Lopez,Consumer,United States,Houston,Texas,Central,Office Supplies,15.648,2,0.2,5.0856
09-09-2014,September,2014,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,Central,Office Supplies,103.6,7,0,51.8
29-10-2017,October,2017,George Bell,Corporate,United States,Auburn,New York,East,Office Supplies,46.96,8,0,22.5408
10-04-2016,April,2016,Justin Ritter,Corporate,United States,Springfield,Ohio,East,Office Supplies,8.904,2,0.7,-6.5296
11-11-2017,November,2017,Tamara Dahlen,Consumer,United States,Garland,Texas,Central,Office Supplies,10.44,5,0.2,3.393
11-11-2017,November,2017,Tamara Dahlen,Consumer,United States,Garland,Texas,Central,Office Supplies,18.336,4,0.8,-32.088
15-09-2017,September,2017,Dave Brooks,Consumer,United States,Chicago,Illinois,Central,Technology,323.976,3,0.2,20.2485
08-04-2016,April,2016,Logan Currie,Consumer,United States,Los Angeles,California,West,Office Supplies,20.04,3,0,9.6192
08-04-2016,April,2016,Logan Currie,Consumer,United States,Los Angeles,California,West,Office Supplies,64.96,2,0,2.5984
08-04-2016,April,2016,Logan Currie,Consumer,United States,Los Angeles,California,West,Office Supplies,12.96,2,0,6.2208
30-12-2017,December,2017,Patrick O'Donnell,Consumer,United States,New York City,New York,East,Furniture,323.136,4,0.2,12.1176
30-12-2017,December,2017,Patrick O'Donnell,Consumer,United States,New York City,New York,East,Technology,90.93,7,0,2.7279
30-12-2017,December,2017,Patrick O'Donnell,Consumer,United States,New York City,New York,East,Office Supplies,52.776,3,0.2,19.791
02-09-2017,September,2017,Bill Eplett,Home Office,United States,Jackson,Michigan,Central,Technology,1199.8,4,0,323.946
02-09-2017,September,2017,Bill Eplett,Home Office,United States,Jackson,Michigan,Central,Technology,1928.78,7,0,829.3754
02-09-2017,September,2017,Bill Eplett,Home Office,United States,Jackson,Michigan,Central,Office Supplies,352.38,2,0,81.0474
31-05-2015,May,2015,Sample Company A,Home Office,United States,Norwich,Connecticut,East,Furniture,22.2,6,0,9.102
27-11-2017,November,2017,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,Central,Furniture,46.94,1,0,19.2454
27-11-2017,November,2017,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,Central,Technology,143.73,9,0,56.0547
15-06-2014,June,2014,Kelly Lampkin,Corporate,United States,San Antonio,Texas,Central,Furniture,99.918,2,0.3,-18.5562
15-06-2014,June,2014,Kelly Lampkin,Corporate,United States,San Antonio,Texas,Central,Furniture,797.944,4,0.3,-56.996
15-06-2014,June,2014,Kelly Lampkin,Corporate,United States,San Antonio,Texas,Central,Office Supplies,8.568,3,0.8,-14.5656
05-03-2016,March,2016,Rob Williams,Corporate,United States,Dallas,Texas,Central,Office Supplies,149.352,3,0.2,50.4063
05-03-2016,March,2016,Rob Williams,Corporate,United States,Dallas,Texas,Central,Office Supplies,12.992,1,0.2,-0.812
05-12-2014,December,2014,Roy Collins,Consumer,United States,Alexandria,Virginia,South,Office Supplies,24.56,2,0,6.8768
11-04-2015,April,2015,Sanjit Engle,Consumer,United States,New York City,New York,East,Technology,85.14,3,0,34.9074
11-04-2015,April,2015,Sanjit Engle,Consumer,United States,New York City,New York,East,Technology,21.99,1,0,10.5552
11-04-2015,April,2015,Sanjit Engle,Consumer,United States,New York City,New York,East,Office Supplies,406.6,5,0,113.848
15-09-2016,September,2016,Adam Hart,Corporate,United States,New York City,New York,East,Office Supplies,841.568,2,0.2,294.5488
13-09-2014,September,2014,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,15.552,3,0.2,5.4432
13-09-2014,September,2014,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,252,5,0.2,53.55
05-10-2015,October,2015,Joel Jenkins,Home Office,United States,Springfield,Virginia,South,Office Supplies,46.2,4,0,12.936
05-10-2015,October,2015,Joel Jenkins,Home Office,United States,Springfield,Virginia,South,Office Supplies,28.84,2,0,9.5172
14-04-2017,April,2017,Alan Barnes,Consumer,United States,Toledo,Ohio,East,Office Supplies,14.592,3,0.2,2.5536
14-04-2017,April,2017,Alan Barnes,Consumer,United States,Toledo,Ohio,East,Office Supplies,89.856,3,0.2,21.3408
14-04-2017,April,2017,Alan Barnes,Consumer,United States,Toledo,Ohio,East,Office Supplies,13.872,3,0.2,5.0286
02-09-2017,September,2017,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,12.192,3,0.2,4.1148
20-06-2016,June,2016,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,45.056,8,0.2,15.2064
20-06-2016,June,2016,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,29.718,6,0.7,-21.7932
20-06-2016,June,2016,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,15.552,3,0.2,5.4432
20-06-2016,June,2016,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,447.696,2,0.2,33.5772
05-11-2017,November,2017,Ruben Ausman,Corporate,United States,Farmington,New Mexico,West,Technology,159.99,1,0,54.3966
13-12-2015,December,2015,Rachel Payne,Corporate,United States,Riverside,California,West,Office Supplies,12.96,2,0,6.2208
13-12-2015,December,2015,Rachel Payne,Corporate,United States,Riverside,California,West,Office Supplies,134.48,4,0,34.9648
19-06-2016,June,2016,Karen Carlisle,Corporate,United States,San Francisco,California,West,Office Supplies,17.12,2,0,8.0464
13-12-2016,December,2016,Rob Williams,Corporate,United States,Torrance,California,West,Office Supplies,6.096,2,0.2,2.2098
13-12-2016,December,2016,Rob Williams,Corporate,United States,Torrance,California,West,Furniture,1114.272,4,0.2,41.7852
29-05-2015,May,2015,John Lucas,Consumer,United States,Seattle,Washington,West,Office Supplies,32.4,5,0,15.552
29-05-2015,May,2015,John Lucas,Consumer,United States,Seattle,Washington,West,Office Supplies,540.57,3,0,140.5482
29-05-2015,May,2015,John Lucas,Consumer,United States,Seattle,Washington,West,Office Supplies,167.76,5,0.2,62.91
26-07-2015,July,2015,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,West,Furniture,393.165,3,0.5,-204.4458
28-11-2017,November,2017,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,516.488,7,0.2,-12.9122
28-11-2017,November,2017,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,1007.232,6,0.2,75.5424
28-11-2017,November,2017,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,2065.32,12,0.4,-619.596
28-11-2017,November,2017,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,15.552,3,0.2,5.4432
28-11-2017,November,2017,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,25.344,6,0.2,7.92
03-04-2017,April,2017,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,25.472,4,0.2,7.6416
28-12-2017,December,2017,Greg Hansen,Consumer,United States,Round Rock,Texas,Central,Office Supplies,27.168,2,0.2,2.7168
28-12-2017,December,2017,Greg Hansen,Consumer,United States,Round Rock,Texas,Central,Furniture,78.8528,2,0.32,-11.596
30-11-2017,November,2017,Scott Williamson,Consumer,United States,Jackson,Mississippi,South,Office Supplies,173.8,5,0,43.45
15-05-2017,May,2017,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,Technology,29.592,1,0.2,2.5893
15-05-2017,May,2017,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,Office Supplies,4.752,2,0.7,-3.168
15-05-2017,May,2017,Joseph Airdo,Consumer,United States,Phoenix,Arizona,West,Office Supplies,15.552,3,0.2,5.6376
22-09-2015,September,2015,Daniel Lacy,Consumer,United States,Oceanside,California,West,Furniture,204.6,2,0,53.196
14-11-2017,November,2017,Lindsay Williams,Corporate,United States,San Francisco,California,West,Furniture,321.568,2,0.2,28.1372
27-11-2015,November,2015,Thomas Brumley,Home Office,United States,Fayetteville,Arkansas,South,Office Supplies,6.24,2,0,3.0576
01-09-2016,September,2016,Cynthia Voltz,Corporate,United States,San Francisco,California,West,Office Supplies,21.88,2,0,10.94
22-09-2014,September,2014,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,South,Office Supplies,4.608,2,0.2,1.6704
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,9.82,2,0,4.8118
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,35.97,3,0,9.7119
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,12.96,2,0,6.2208
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,191.6,4,0,91.968
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,8.64,3,0,4.2336
09-04-2017,April,2017,Bryan Spruell,Home Office,United States,New York City,New York,East,Office Supplies,501.81,3,0,0
16-01-2014,January,2014,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,127.104,6,0.2,28.5984
16-01-2014,January,2014,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,124.2,3,0.4,-31.05
16-01-2014,January,2014,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,18.588,2,0.7,-13.6312
16-01-2014,January,2014,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,30.072,3,0.2,10.1493
05-10-2017,October,2017,Phillina Ober,Home Office,United States,New York City,New York,East,Technology,160.93,7,0,3.2186
05-10-2017,October,2017,Phillina Ober,Home Office,United States,New York City,New York,East,Office Supplies,75.792,3,0.2,25.5798
09-07-2017,July,2017,Tamara Dahlen,Consumer,United States,Portland,Oregon,West,Office Supplies,1.08,2,0.7,-0.792
07-01-2017,January,2017,Bart Watters,Corporate,United States,Detroit,Michigan,Central,Technology,3059.982,2,0.1,679.996
30-05-2016,May,2016,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,South,Office Supplies,3.282,2,0.7,-2.6256
09-12-2015,December,2015,Ken Brennan,Corporate,United States,Columbus,Indiana,Central,Office Supplies,34.02,3,0,16.6698
03-10-2016,October,2016,Emily Burns,Consumer,United States,New York City,New York,East,Furniture,599.292,6,0.1,93.2232
11-11-2014,November,2014,Tracy Zic,Consumer,United States,Louisville,Colorado,West,Office Supplies,3.392,1,0.2,0.8056
11-11-2014,November,2014,Tracy Zic,Consumer,United States,Louisville,Colorado,West,Technology,559.984,2,0.2,55.9984
11-11-2014,November,2014,Tracy Zic,Consumer,United States,Louisville,Colorado,West,Furniture,603.92,5,0.2,75.49
29-09-2017,September,2017,Ann Steele,Home Office,United States,Pasadena,Texas,Central,Office Supplies,7.968,2,0.2,2.5896
29-09-2017,September,2017,Ann Steele,Home Office,United States,Pasadena,Texas,Central,Office Supplies,27.968,4,0.2,9.4392
29-09-2017,September,2017,Ann Steele,Home Office,United States,Pasadena,Texas,Central,Technology,336.51,3,0.4,44.868
10-03-2015,March,2015,Toby Swindell,Consumer,United States,Houston,Texas,Central,Office Supplies,1.112,2,0.8,-1.8904
21-05-2017,May,2017,John Grady,Corporate,United States,Auburn,New York,East,Furniture,520.05,5,0,72.807
21-05-2017,May,2017,John Grady,Corporate,United States,Auburn,New York,East,Office Supplies,17.97,3,0,5.2113
29-03-2015,March,2015,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,South,Furniture,1166.92,5,0.2,131.2785
09-09-2016,September,2016,Troy Staebel,Consumer,United States,New York City,New York,East,Office Supplies,14.624,2,0.2,5.484
26-08-2016,August,2016,Roland Fjeld,Consumer,United States,San Jose,California,West,Office Supplies,10.23,3,0,4.9104
26-08-2016,August,2016,Roland Fjeld,Consumer,United States,San Jose,California,West,Office Supplies,154.9,5,0,69.705
21-05-2014,May,2014,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,Office Supplies,2715.93,7,0,1276.4871
21-05-2014,May,2014,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,South,Technology,617.97,3,0,173.0316
28-10-2015,October,2015,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Office Supplies,10.67,1,0,4.9082
28-10-2015,October,2015,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Office Supplies,36.63,3,0,9.8901
28-10-2015,October,2015,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Furniture,24.1,5,0,9.158
28-10-2015,October,2015,Rob Dowd,Consumer,United States,Henderson,Kentucky,South,Furniture,33.11,7,0,12.9129
13-11-2016,November,2016,Frank Merwin,Home Office,United States,Vancouver,Washington,West,Office Supplies,44.02,2,0,11.4452
31-07-2015,July,2015,Rick Hansen,Consumer,United States,New York City,New York,East,Technology,2309.65,7,0,762.1845
31-07-2015,July,2015,Rick Hansen,Consumer,United States,New York City,New York,East,Furniture,1090.782,7,0.4,-290.8752
31-07-2015,July,2015,Rick Hansen,Consumer,United States,New York City,New York,East,Office Supplies,19.44,3,0,9.3312
27-08-2015,August,2015,Ryan Akin,Consumer,United States,Murrieta,California,West,Office Supplies,484.65,3,0,92.0835
13-11-2015,November,2015,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,115.296,3,0.2,40.3536
06-11-2015,November,2015,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,7.08,3,0.2,2.478
06-11-2015,November,2015,Meg Tillman,Consumer,United States,Scottsdale,Arizona,West,Office Supplies,4.401,3,0.7,-3.5208
26-12-2017,December,2017,Patrick O'Brill,Consumer,United States,Burlington,Iowa,Central,Office Supplies,44.75,5,0,20.585
